CID,IUPACName,IsomericSMILES,MolecularFormula,MolecularWeight,HBondDonorCount,HBondAcceptorCount,Synonym
493485,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2-one",CCCCCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,C22H26N2O5,398.5,2,5,"['319425-66-6', 'CF-1743', 'Cf1743', 'UNII-5XGI48Q2DH', '5XGI48Q2DH', 'Furo[2,3-d]pyrimidin-2(3H)-one,3-(2-deoxy-b-D-erythro-pentofuranosyl)-6-(4-pentylphenyl)-', '3-((2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2(3H)-one', 'MFGSDSRTGUVZQG-DFQSSKMNSA-N', 'CHEMBL344738', 'SCHEMBL17709503', 'DTXSID60185781', 'BDBM50481116', 'AKOS040748112', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2-one', 'Q5427311', '(2R,4S,5R)(4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2(3H)-one', '3-((2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2(3H)-one', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2-one', '6-(4-Pentyl-phenyl)-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', 'FURO(2,3-D)PYRIMIDIN-2(3H)-ONE, 3-(2-DEOXY-.BETA.-D-ERYTHRO-PENTOFURANOSYL)-6-(4-PENTYLPHENYL)-']"
493485,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2-one",CCCCCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,C22H26N2O5,398.5,2,5,"['319425-66-6', 'CF-1743', 'Cf1743', 'UNII-5XGI48Q2DH', '5XGI48Q2DH', 'Furo[2,3-d]pyrimidin-2(3H)-one,3-(2-deoxy-b-D-erythro-pentofuranosyl)-6-(4-pentylphenyl)-', '3-((2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2(3H)-one', 'MFGSDSRTGUVZQG-DFQSSKMNSA-N', 'CHEMBL344738', 'SCHEMBL17709503', 'DTXSID60185781', 'BDBM50481116', 'AKOS040748112', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2-one', 'Q5427311', '(2R,4S,5R)(4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2(3H)-one', '3-((2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2(3H)-one', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2-one', '6-(4-Pentyl-phenyl)-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', 'FURO(2,3-D)PYRIMIDIN-2(3H)-ONE, 3-(2-DEOXY-.BETA.-D-ERYTHRO-PENTOFURANOSYL)-6-(4-PENTYLPHENYL)-']"
44582865,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-[4-[(E)-pent-1-enyl]phenyl]furo[2,3-d]pyrimidin-2-one",CCC/C=C/C1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,C22H24N2O5,396.4,2,5,['CHEMBL484070']
493485,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2-one",CCCCCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,C22H26N2O5,398.5,2,5,"['319425-66-6', 'CF-1743', 'Cf1743', 'UNII-5XGI48Q2DH', '5XGI48Q2DH', 'Furo[2,3-d]pyrimidin-2(3H)-one,3-(2-deoxy-b-D-erythro-pentofuranosyl)-6-(4-pentylphenyl)-', '3-((2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2(3H)-one', 'MFGSDSRTGUVZQG-DFQSSKMNSA-N', 'CHEMBL344738', 'SCHEMBL17709503', 'DTXSID60185781', 'BDBM50481116', 'AKOS040748112', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2-one', 'Q5427311', '(2R,4S,5R)(4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2(3H)-one', '3-((2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2(3H)-one', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2-one', '6-(4-Pentyl-phenyl)-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', 'FURO(2,3-D)PYRIMIDIN-2(3H)-ONE, 3-(2-DEOXY-.BETA.-D-ERYTHRO-PENTOFURANOSYL)-6-(4-PENTYLPHENYL)-']"
135442218,2-amino-4-(dimethylamino)-1H-pyrimidin-6-one,CN(C)C1=CC(=O)NC(=N1)N,C6H10N4O,154.17,2,3,"['CHEMBL56723', 'SCHEMBL6401182', 'KCSATFXTZGNTPK-UHFFFAOYSA-N', '2-amino-6-(dimethylamino)pyrimidin-4-ol', '2-amino-4-dimethylamino-6-hydroxypyrimidine', '4-Pyrimidinol, 2-amino-6-(dimethylamino)-', '2-amino-6-(dimethylamino)pyrimidin-4(3H)-one']"
493486,"6-(4-hexylphenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",CCCCCCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,C23H28N2O5,412.5,2,5,"['Cf1742', 'CHEMBL147862', '6-(4-Hexyl-phenyl)-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', '6-(4-hexylphenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one']"
493484,"6-(4-butylphenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",CCCCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,C21H24N2O5,384.4,2,5,"['Cf1744', 'CHEMBL146212', '6-(4-Butyl-phenyl)-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', '6-(4-butylphenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one']"
493484,"6-(4-butylphenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",CCCCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,C21H24N2O5,384.4,2,5,"['Cf1744', 'CHEMBL146212', '6-(4-Butyl-phenyl)-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', '6-(4-butylphenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one']"
493485,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2-one",CCCCCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,C22H26N2O5,398.5,2,5,"['319425-66-6', 'CF-1743', 'Cf1743', 'UNII-5XGI48Q2DH', '5XGI48Q2DH', 'Furo[2,3-d]pyrimidin-2(3H)-one,3-(2-deoxy-b-D-erythro-pentofuranosyl)-6-(4-pentylphenyl)-', '3-((2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2(3H)-one', 'MFGSDSRTGUVZQG-DFQSSKMNSA-N', 'CHEMBL344738', 'SCHEMBL17709503', 'DTXSID60185781', 'BDBM50481116', 'AKOS040748112', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2-one', 'Q5427311', '(2R,4S,5R)(4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2(3H)-one', '3-((2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2(3H)-one', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2-one', '6-(4-Pentyl-phenyl)-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', 'FURO(2,3-D)PYRIMIDIN-2(3H)-ONE, 3-(2-DEOXY-.BETA.-D-ERYTHRO-PENTOFURANOSYL)-6-(4-PENTYLPHENYL)-']"
145992929,"pentyl (2S)-2-[[5-[(6-aminopurin-9-yl)methyl]-2-oxo-1,4,2lambda5-dioxaphosphinan-2-yl]amino]-3-methylpentanoate",CCCCCOC(=O)[C@H](C(C)CC)NP1(=O)COC(CO1)CN2C=NC3=C(N=CN=C32)N,C20H33N6O5P,468.5,2,10,['CHEMBL4287637']
145982337,"pentyl (2S)-2-[[5-[(6-aminopurin-9-yl)methyl]-2-oxo-1,4,2lambda5-dioxaphosphinan-2-yl]amino]-4-methylpentanoate",CCCCCOC(=O)[C@H](CC(C)C)NP1(=O)COC(CO1)CN2C=NC3=C(N=CN=C32)N,C20H33N6O5P,468.5,2,10,['CHEMBL4279732']
493485,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2-one",CCCCCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,C22H26N2O5,398.5,2,5,"['319425-66-6', 'CF-1743', 'Cf1743', 'UNII-5XGI48Q2DH', '5XGI48Q2DH', 'Furo[2,3-d]pyrimidin-2(3H)-one,3-(2-deoxy-b-D-erythro-pentofuranosyl)-6-(4-pentylphenyl)-', '3-((2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2(3H)-one', 'MFGSDSRTGUVZQG-DFQSSKMNSA-N', 'CHEMBL344738', 'SCHEMBL17709503', 'DTXSID60185781', 'BDBM50481116', 'AKOS040748112', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2-one', 'Q5427311', '(2R,4S,5R)(4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2(3H)-one', '3-((2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2(3H)-one', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2-one', '6-(4-Pentyl-phenyl)-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', 'FURO(2,3-D)PYRIMIDIN-2(3H)-ONE, 3-(2-DEOXY-.BETA.-D-ERYTHRO-PENTOFURANOSYL)-6-(4-PENTYLPHENYL)-']"
44582863,"6-[4-[(E)-but-1-enyl]phenyl]-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",CC/C=C/C1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,C21H22N2O5,382.4,2,5,['CHEMBL485095']
44582865,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-[4-[(E)-pent-1-enyl]phenyl]furo[2,3-d]pyrimidin-2-one",CCC/C=C/C1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,C22H24N2O5,396.4,2,5,['CHEMBL484070']
145993616,"dipentyl (2S)-2-[[5-[(6-aminopurin-9-yl)methyl]-2-oxo-1,4,2lambda5-dioxaphosphinan-2-yl]amino]pentanedioate",CCCCCOC(=O)CC[C@@H](C(=O)OCCCCC)NP1(=O)COC(CO1)CN2C=NC3=C(N=CN=C32)N,C24H39N6O7P,554.6,2,12,['CHEMBL4294880']
142433105,pentyl (2S)-2-[[[(2S)-1-(6-aminopurin-9-yl)-3-hydroxypropan-2-yl]oxymethyl-[[(2S)-3-methyl-1-oxo-1-pentoxybutan-2-yl]amino]phosphoryl]amino]-3-methylbutanoate,CCCCCOC(=O)[C@H](C(C)C)NP(=O)(CO[C@@H](CN1C=NC2=C(N=CN=C21)N)CO)N[C@@H](C(C)C)C(=O)OCCCCC,C29H52N7O7P,641.7,4,13,"['CHEMBL4289474', 'SCHEMBL23541609']"
667554,"5-[(E)-2-bromoethenyl]-1-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione",C1=C(C(=O)NC(=O)N1[C@@H]2[C@@H]([C@H]([C@@H](O2)CO)O)O)/C=C/Br,C11H13BrN2O6,349.13,4,6,"['L-BVAU', 'SCHEMBL5511785', 'CHEMBL2092771', '1-(.beta.-L-Arabinofuranosyl)-(E)-5-(2-bromovinyl)uracil', '5-[(E)-2-bromovinyl]-1-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]pyrimidine-2,4-dione']"
493485,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2-one",CCCCCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,C22H26N2O5,398.5,2,5,"['319425-66-6', 'CF-1743', 'Cf1743', 'UNII-5XGI48Q2DH', '5XGI48Q2DH', 'Furo[2,3-d]pyrimidin-2(3H)-one,3-(2-deoxy-b-D-erythro-pentofuranosyl)-6-(4-pentylphenyl)-', '3-((2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2(3H)-one', 'MFGSDSRTGUVZQG-DFQSSKMNSA-N', 'CHEMBL344738', 'SCHEMBL17709503', 'DTXSID60185781', 'BDBM50481116', 'AKOS040748112', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2-one', 'Q5427311', '(2R,4S,5R)(4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2(3H)-one', '3-((2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2(3H)-one', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-(4-pentylphenyl)furo[2,3-d]pyrimidin-2-one', '6-(4-Pentyl-phenyl)-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', 'FURO(2,3-D)PYRIMIDIN-2(3H)-ONE, 3-(2-DEOXY-.BETA.-D-ERYTHRO-PENTOFURANOSYL)-6-(4-PENTYLPHENYL)-']"
10239290,"N-[(4-chlorophenyl)methyl]-2-[[[(2R)-2-hydroxy-2-pyridin-2-ylethyl]-methylamino]methyl]-3,4-dimethyl-7-oxothieno[3,2-b]pyridine-6-carboxamide",CC1=C(SC2=C1N(C=C(C2=O)C(=O)NCC3=CC=C(C=C3)Cl)C)CN(C)C[C@H](C4=CC=CC=N4)O,C26H27ClN4O3S,511.0,2,7,"['CHEMBL232115', 'SCHEMBL6327127']"
136232617,"2-amino-9-[[(5S)-2-(3-hexadecoxypropoxy)-2-oxo-1,4,2lambda5-dioxaphosphinan-5-yl]methyl]-1H-purin-6-one",CCCCCCCCCCCCCCCCOCCCOP1(=O)CO[C@H](CO1)CN2C=NC3=C2N=C(NC3=O)N,C28H50N5O6P,583.7,2,8,['CHEMBL2063194']
3011378,"2-(2,6-diamino-5-cyclopropylpyrimidin-4-yl)oxyethoxymethylphosphonic acid",C1CC1C2=C(N=C(N=C2OCCOCP(=O)(O)O)N)N,C10H17N4O5P,304.24,4,9,"['CHEMBL356135', 'SCHEMBL1029669', '2-(2,6-diamino-5-cyclopropyl-pyrimidin-4-yl)oxyethoxymethylphosphonic acid', 'Phosphonic acid, [[2-[(2,6-diamino-5-cycloprpyl-4-pyrimidinyl)oxy]ethoxy]methyl]-']"
145991052,"pentyl (2S)-2-[[5-[(6-aminopurin-9-yl)methyl]-2-oxo-1,4,2lambda5-dioxaphosphinan-2-yl]amino]-3-methylbutanoate",CCCCCOC(=O)[C@H](C(C)C)NP1(=O)COC(CO1)CN2C=NC3=C(N=CN=C32)N,C19H31N6O5P,454.5,2,10,['CHEMBL4285119']
145986727,"dipentyl (2S)-2-[[5-[(6-aminopurin-9-yl)methyl]-2-oxo-1,4,2lambda5-dioxaphosphinan-2-yl]amino]butanedioate",CCCCCOC(=O)C[C@@H](C(=O)OCCCCC)NP1(=O)COC(CO1)CN2C=NC3=C(N=CN=C32)N,C23H37N6O7P,540.5,2,12,['CHEMBL4292630']
493484,"6-(4-butylphenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",CCCCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,C21H24N2O5,384.4,2,5,"['Cf1744', 'CHEMBL146212', '6-(4-Butyl-phenyl)-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', '6-(4-butylphenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one']"
136263937,[(2S)-1-(2-amino-6-oxo-1H-purin-9-yl)-3-hydroxypropan-2-yl]oxymethyl-(3-hexadecoxypropoxy)phosphinic acid,CCCCCCCCCCCCCCCCOCCCOP(=O)(CO[C@@H](CN1C=NC2=C1N=C(NC2=O)N)CO)O,C28H52N5O7P,601.7,4,9,['CHEMBL2063192']
493490,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-octylthieno[2,3-d]pyrimidin-2-one",CCCCCCCCC1=CC2=CN(C(=O)N=C2S1)[C@H]3C[C@@H]([C@H](O3)CO)O,C19H28N2O4S,380.5,2,5,"['Cf2012', 'CHEMBL3142406', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-octyl-thieno[2,3-d]pyrimidin-2-one', '6-Octyl-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-thieno[2,3-d]pyrimidin-2-one']"
44432250,"N-[(4-chlorophenyl)methyl]-2-[[[(2R)-2-hydroxy-2-pyridin-2-ylethyl]-methylamino]methyl]-7-methyl-4-oxo-3a,7a-dihydrothieno[2,3-b]pyridine-5-carboxamide",CN1C=C(C(=O)C2C1SC(=C2)CN(C)C[C@H](C3=CC=CC=N3)O)C(=O)NCC4=CC=C(C=C4)Cl,C25H27ClN4O3S,499.0,2,7,['CHEMBL233179']
44440881,"N-[(3-chlorophenyl)methyl]-2-[[[(2R)-2-hydroxy-2-pyridin-2-ylethyl]-methylamino]methyl]-7-methyl-4-oxothieno[2,3-b]pyridine-5-carboxamide",CN1C=C(C(=O)C2=C1SC(=C2)CN(C)C[C@H](C3=CC=CC=N3)O)C(=O)NCC4=CC(=CC=C4)Cl,C25H25ClN4O3S,497.0,2,7,"['CHEMBL248161', 'BDBM50210609', '(R)-N-(3-chlorobenzyl)-2-(((2-hydroxy-2-(pyridin-2-yl)ethyl)(methyl)amino)methyl)-7-methyl-4-oxo-4,7-dihydrothieno[2,3-b]pyridine-5-carboxamide']"
493484,"6-(4-butylphenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",CCCCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,C21H24N2O5,384.4,2,5,"['Cf1744', 'CHEMBL146212', '6-(4-Butyl-phenyl)-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', '6-(4-butylphenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one']"
136263937,[(2S)-1-(2-amino-6-oxo-1H-purin-9-yl)-3-hydroxypropan-2-yl]oxymethyl-(3-hexadecoxypropoxy)phosphinic acid,CCCCCCCCCCCCCCCCOCCCOP(=O)(CO[C@@H](CN1C=NC2=C1N=C(NC2=O)N)CO)O,C28H52N5O7P,601.7,4,9,['CHEMBL2063192']
446727,"5-[(E)-2-bromoethenyl]-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione",C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)/C=C/Br)CO)O,C11H13BrN2O5,333.13,3,5,"['Brivudine', '69304-47-8', 'BVDU', ""(E)-5-(2-Bromovinyl)-2'-deoxyuridine"", 'Brivudin', 'Helpin', 'Zostex', 'Bromovinyldeoxyuridine', 'Brivudine [INN]', '5-BROMOVINYLDEOXYURIDINE', '(E)-5-(2-Bromovinyl)-deoxyuridine', 'RP101', 'RP-101', 'DTXSID0045755', 'Brivudine (INN)', 'NSC-633770', '5-((E)-2-bromovinyl)-1-((2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)pyrimidine-2,4(1H,3H)-dione', 'NCGC00093656-01', '2M3055079H', '5-[(E)-2-bromoethenyl]-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2,3,4-tetrahydropyrimidine-2,4-dione', 'C11H13BrN2O5', 'Brivudinum', 'Brivudina', 'Brivudinum [INN-Latin]', 'Brivudina [INN-Spanish]', 'MFCD00058585', 'BVD', 'CCRIS 2831', ""Uridine, 5-[(1E)-2-bromoethenyl]-2'-deoxy-"", 'NSC 633770', ""trans-5-(2-Bromovinyl)-2'-deoxyuridine"", 'Bridic', 'Brivox', 'Zerpex', 'BrVdUrd', 'NSC633770', 'UNII-2M3055079H', ""Uridine, 5-(2-bromoethenyl)-2'-deoxy-, (E)-"", 'BV-dUrd', 'Zostex (TN)', 'BRIVUDINE [MI]', 'BRIVUDINE [MART.]', 'BRIVUDINE [WHO-DD]', ""Uridine, 5-(2-bromovinyl)-2'-deoxy-, (E)-"", 'Lopac0_000175', 'SCHEMBL99350', 'CHEMBL31634', 'SCHEMBL141408', '(E)-5-(2-Bromovinyl)-dUrd', 'DTXCID8025755', 'ODZBBRURCPAEIQ-PIXDULNESA-N', 'Tox21_111213', 'BDBM50366681', 's5009', 'UA-618', 'ZB0745', ""e-5-(2-bromovinyl)-2'-deoxyuridine"", 'AKOS015833980', 'CCG-204270', 'CS-6292', 'DB03312', 'LP00175', 'SDCCGSBI-0050163.P002', 'NCGC00093656-02', '5-[(E)-2-bromoethenyl]-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione', '5-[(E)-2-bromovinyl]-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]pyrimidine-2,4-dione', 'AS-35234', 'BP-58637', 'HY-13578', ""5-[(E)-2-bromoethenyl]-2'-deoxyuridine"", 'CAS-69304-47-8', 'A-176', 'B3404', 'EU-0100175', 'B 9647', 'D07249', ""5-((E)-2-BROMOVINYL)-2'-DEOXYURIDINE"", 'EN300-7413261', 'Q904107', 'SR-01000075726', 'J-700153', 'SR-01000075726-1', 'Bromovinyldeoxyuridine; 5-[(E)-2-Bromoethenyl]-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione']"
