baid,activity,aid,sid,cid,geneid,pmid,aidtype,aidmdate,hasdrc,rnai,protacxn,acname,acqualifier,acvalue,aidsrcname,aidname,cmpdname,targetname,targeturl,ecs,repacxn,taxid,cellids,targettaxid
63472312,Active,1852,24780114,1043739,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,4-(diethylsulfamoyl)-N-[4-(pyridin-4-ylmethyl)phenyl]benzamide,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472313,Active,1852,24780952,4375033,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"N-[3-[(4-bromophenyl)sulfamoyl]phenyl]-3-oxo-4H-1,4-benzothiazine-6-carboxamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472316,Active,1852,24784076,135460500,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"[(Z)-3-(1H-benzimidazol-2-yl)-3-cyano-2-hydroxyprop-2-enyl] 2-(2,5-dimethylphenyl)sulfanylacetate",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472320,Active,1852,24797027,4139598,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,N-[{8-hydroxy-5-nitro-7-quinolinyl}(4-methylphenyl)methyl]acetamide,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472324,Active,1852,24807290,5756371,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"1-ethyl-6-methyl-3-[(E)-2-phenylethenyl]pyrimido[5,4-e][1,2,4]triazine-5,7-dione",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472325,Active,1852,24807840,16192864,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,CID 16192864,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472330,Active,1852,24819407,1473969,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"(E)-2,3-dichloro-N-(2-chlorophenyl)-3-(phenylsulfinyl)-2-propenamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472331,Active,1852,24821079,1487485,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"4,5-dibromo-2-(4-methylphenyl)-3(2H)-pyridazinone",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472377,Active,1852,24837939,2099944,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"6-phenyl-2-pyridin-2-yl-3H-thieno[2,3-d]pyrimidin-4-one",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472380,Active,1852,26664596,280859,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"Ethanesulfonic acid,6-diamino-1-[3-chloro-4-(3-phenoxypropoxy)phenyl]-1,2-dihydro-2,2-dimethyl-s-triazine (1:1)",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472384,Active,1852,26726318,873296,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"(5Z)-1-[(4-fluorophenyl)methyl]-5-[(E)-3-(furan-2-yl)prop-2-enylidene]-1,3-diazinane-2,4,6-trione",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472386,Active,1852,26727619,9583470,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"1-(tert-butyl)-4-[({[(3-chloro-4-methylanilino)carbonyl]oxy}imino)methyl]-3,5-dimethyl-1H-pyrazole",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472390,Active,1852,47203184,708625,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"N-(1,3-benzothiazol-2-yl)-2-methoxybenzamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472391,Active,1852,47204136,135400487,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,Naphthalene-1-carboxylic acid (2-hydroxy-benzylidene)-hydrazide,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472396,Active,1852,49649235,5731505,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,2-[(E)-2-(5-bromo-2-methoxyphenyl)vinyl]quinolin-8-ol,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472397,Active,1852,49666701,3835198,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"3,4-bis(4-methoxyphenyl)-1H-pyrazole",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472399,Active,1852,49667069,4219198,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"N-heptyl-5-methyl-5H-pyrimido[5,4-b]indol-4-amine",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472447,Active,1852,49675892,3475954,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,N-[3-(dimethylsulfamoyl)phenyl]-2-quinolin-8-ylsulfanylacetamide,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472448,Active,1852,49677379,2583738,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,N-(1H-benzimidazol-2-yl)-4-ethylbenzamide,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472450,Active,1852,49717071,20919845,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"N-[2-(2,5-dimethoxyphenyl)ethyl]-2-[3,4-dimethyl-2-(4-methylphenyl)-7-oxidanylidene-pyrazolo[3,4-d]pyridazin-6-yl]ethanamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472452,Active,1852,49721551,24791766,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"N-[1-(1,5-dimethyl-4-pyrazolyl)ethyl]-5-(5-isoquinolinyloxymethyl)-3-isoxazolecarboxamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472453,Active,1852,49725814,1452801,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"N-[5-[(2,2-dimethyl-1-oxopropyl)amino]-2-pyridinyl]-2-furancarboxamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472456,Active,1852,49734538,20901890,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"1-[(1-acetyl-2-methyl-2,3-dihydro-1H-indol-5-yl)sulfonyl]-N-(4-ethylphenyl)piperidine-4-carboxamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472458,Active,1852,49823696,9612114,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"3,4-dimethoxy-N'-[(1E)-1-(pyridin-2-yl)ethylidene]benzohydrazide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472460,Active,1852,49827024,9618012,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,N'-[1-(2-pyridinyl)ethylidene]-1-naphthohydrazide,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472461,Active,1852,49827994,24819837,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"N-(3-chloro-4-pyridyl)-2-(2,4-dichlorophenyl)acetamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472463,Active,1852,846503,648895,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"3-(5-Benzo[1,3]dioxol-5-yl-[1,3,4]oxadiazol-2-ylsulfanyl)-propionic acid",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472464,Active,1852,851115,653676,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"2-[(1,3-dimethyl-2,6-dioxo-7-propyl-8-purinyl)thio]-N-(4,5,6,7-tetrahydro-1,3-benzothiazol-2-yl)acetamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472466,Active,1852,862844,664077,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"4-(4-benzylpiperazin-1-yl)-7-methyl-5H-pyrimido[5,4-b]indole",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472469,Active,1852,3713189,2561590,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"2-[2-[1-(1,3-Benzodioxol-5-ylmethyl)-2,5-dimethylpyrrol-3-yl]-2-oxoethyl]sulfanyl-3-methylquinazolin-4-one",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472512,Active,1852,3713490,2082388,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"1-(2,5-Dimethyl-1-phenylpyrrol-3-yl)-2-[(5-thiophen-2-yl-1,3,4-oxadiazol-2-yl)sulfanyl]ethanone",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472515,Active,1852,4241520,3236482,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"2-[(6-Fluoro-1,3-benzothiazol-2-yl)amino]-4-thiazolecarboxylic acid ethyl ester",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472516,Active,1852,4245551,3240009,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"N-butyl-5-oxo-1-sulfanylidene-4H-[1,3]thiazolo[3,4-a]quinazoline-3-carboxamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472517,Active,1852,4261894,1254872,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,N-{3-chloro-4-[4-(2-furoyl)-1-piperazinyl]phenyl}-1-benzofuran-2-carboxamide,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472521,Active,1852,7969955,756688,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"N,N-dipropyl-9H-purin-6-amine",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472522,Active,1852,7977525,710705,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,6-bromo-N-(furan-2-ylmethyl)quinazolin-4-amine,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472523,Active,1852,14729949,1477814,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"1-{4-[2-(4-pyridinyl)-4-pyrimidinyl]phenyl}-1H-1,3-benzimidazole",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472524,Active,1852,14731604,6860029,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"1-[1-[4-[(2,4-dichlorophenyl)methoxy]phenyl]-2,5-dimethylpyrrol-3-yl]-N-(1,2,4-triazol-4-yl)methanimine",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472525,Active,1852,14732523,2830804,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"3,3'-(phenylmethylene)bis(4-hydroxy-2H-thiochromen-2-one)",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472526,Active,1852,14739791,4686761,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"4-fluoro-N-(5-(4-methoxyphenyl)-1,3,4-oxadiazol-2-yl)benzamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472527,Active,1852,14743053,2035866,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,Methyl 3-[4-phenyl-6-(trifluoromethyl)pyrimidin-2-yl]sulfonylpropanoate,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472529,Active,1852,14744287,2329869,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"2,3,5,6-tetramethyl-N-(2-methyl-1,3-benzothiazol-6-yl)benzenesulfonamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472530,Active,1852,17401334,9667523,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,2-{4-nitrophenoxy}-N'-[1-(2-pyridinyl)ethylidene]propanohydrazide,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472531,Active,1852,17408822,135431542,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"2-Amino-3-[(3-methoxyphenyl)hydrazinylidene]-5-phenyl-7-pyrazolo[1,5-a]pyrimidinone",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472533,Active,1852,17409995,4364115,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"2-[(2-{[(2-fluorophenyl)sulfonyl]amino}phenyl)sulfanyl]-N-[5-(trifluoromethyl)-1,3,4-thiadiazol-2-yl]acetamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472534,Active,1852,17410828,2763796,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,1-methyl-2-[(4-methylphenyl)sulfanyl]-1H-indole-3-carbaldehyde,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472536,Active,1852,17504016,2922056,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,N-[(8-Hydroxy-5-nitro-quinolin-7-yl)-p-tolyl-methyl]-propionamide,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472537,Active,1852,17504886,135497968,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,2-hydroxy-5-nitrobenzaldehyde 1H-benzimidazol-2-ylhydrazone,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472581,Active,1852,17509568,12004882,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,1-Benzyl-4-{4-[(3-chlorophenyl)sulfonyl]-3-nitrobenzoyl}piperazine,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472586,Active,1852,17516770,4322639,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,3-nitro-N-[3-(3-piperidin-1-ylsulfonylanilino)quinoxalin-2-yl]benzenesulfonamide,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472591,Active,1852,24782347,135460460,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"N-(2-ethoxyphenyl)-2-[[4-oxo-7-thiophen-2-yl-5-(trifluoromethyl)-3H-pyrido[2,3-d]pyrimidin-2-yl]sulfanyl]acetamide",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472592,Active,1852,24782482,3162837,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,"2-Chloro-1-(5-furan-2-yl-3-thiophen-2-yl-4,5-dihydro-pyrazol-1-yl)-ethanone",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472593,Active,1852,24782733,16187934,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,N-(4-ethylphenyl)-1-(4-pyridin-2-ylpiperazin-1-yl)isoquinoline-4-carboxamide,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472594,Active,1852,24784551,4553981,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,4-[(3-Chlorophenyl)hydrazinylidene]-3-(4-nitrophenyl)-5-oxo-1-pyrazolecarbothioamide,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472595,Active,1852,24785506,5499756,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,(2Z)-2-({2-[(2-chlorobenzyl)oxy]naphthalen-1-yl}methylidene)hydrazinecarbothioamide,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472597,Active,1852,24791270,5062450,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,4-methyl-N-[3-(3-pyrrolidin-1-ylsulfonylanilino)quinoxalin-2-yl]benzenesulfonamide,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
63472598,Active,1852,24791438,1969153,7124,NULL,Other,20101230,0,0,NP_000585,NULL,NULL,NULL,Burnham Center for Chemical Genomics,HTS assay for identification of inhibitors of TNF-a-specific NF-kB induction,4-Chloro-benzoic acid N'-(4-{5-[1-(2-chloro-phenyl)-meth-(Z)-ylidene]-4-oxo-2-thioxo-thiazolidin-3-yl}-butyryl)-hydrazide,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
